,overall,vote,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,style,image
912,5,,True,"08 22, 2015",A1P37MDI09UUTM,B00005V50B,John Whitmore,"""Supersmile"" exceeded my expectations. I just spent a good deal of money on my teeth. I didn't want them damaged again and I didn't want a  dull,scratched looking smile. With ""Supersmile"" my teeth feel clean and look great. I would recommend it to anyone looking to present a great smile and protect their investment.  And the best part was that I was able to find and purchase it at a great deal on Amazon.","Super white, super gentle...",1440201600,{'Flavor Name:': ' Original Mint'},
913,3,3,True,"08 19, 2015",A2IZ0EF69YZ5RU,B00005V50B,Morgan Allen,While I'm not blown away I did get several complements on my teeth. I'm going to continue to buy this product.,I'd purchase it again.,1439942400,{'Flavor Name:': ' Icy Mint'},
914,4,,True,"08 18, 2015",A286LJOR1IU741,B00005V50B,Christine G.,Great product if you have cosmetic dentistry.,Four Stars,1439856000,{'Flavor Name:': ' Original Mint'},
915,3,,True,"08 18, 2015",A3HPZ0SIG6HFT2,B00005V50B,Helens,Not as great as I thought,It is ok,1439856000,{'Flavor Name:': ' Original Mint'},
916,5,,True,"08 18, 2015",A3U5SM5MX2FCOS,B00005V50B,Sharon B,good product that works and good price,I like this product,1439856000,{'Flavor Name:': ' Icy Mint'},
917,5,,True,"08 17, 2015",A1AXX7PV2IY4VA,B00005V50B,k krenn,Has whitened my teeth without any sensitivity.,Five Stars,1439769600,{'Flavor Name:': ' Icy Mint'},
918,3,,True,"08 17, 2015",AIZ1S35UD0IBI,B00005V50B,lxn01,first time I can tell my teeth a bit whiter; I was very excited but after a month or so of using it I didn't notice teeth has long term improvement; it didn't get anymore whiter,first time I can tell my teeth a bit whiter ...,1439769600,{'Flavor Name:': ' Green Apple'},
919,3,,True,"08 17, 2015",A2K3A3HA229ZVN,B00005V50B,Jules,"Love this toothpaste, it's my absolute favorite! This toothpaste leaves my teeth so smooth and clean feeling, like nothing else out there and with absolutely no sensitivity issues. Maybe it's just me, but this flavor is disgusting LOL",Love this toothpaste,1439769600,{'Flavor Name:': ' Cinnamon'},
920,3,,True,"08 15, 2015",A2DMAYJQNTGJWZ,B00005V50B,GOOOOOO,Ehhh. Didn't see any difference.,Three Stars,1439596800,{'Flavor Name:': ' Icy Mint'},
921,5,,True,"08 13, 2015",A2WIWZBS6L60G1,B00005V50B,Hannah Yu,Good,Five Stars,1439424000,{'Flavor Name:': ' Icy Mint'},
922,5,,True,"08 13, 2015",A2BAYP5BM7OJQS,B00005V50B,Amazon frequent customer,Really works!,Five Stars,1439424000,{'Flavor Name:': ' Icy Mint'},
923,1,2,True,"08 7, 2015",A3J102RU95PU2E,B00005V50B,Pookie,"This advertises as ""cinnamon"" but it tastes EXACTLY like cloves!  Nothing cinnamon about it and could barely stand it!!!!  Unless u like clove oil do not order and stick with the original flavor!",TASTES LIKE CLOVES...NOT CINNAMON!,1438905600,{'Flavor Name:': ' Cinnamon'},
924,5,,True,"08 6, 2015",A2Q890R71CTVD4,B00005V50B,Carole K,works great.  would buy asgain,Five Stars,1438819200,{'Flavor Name:': ' Original Mint'},
925,5,,True,"08 4, 2015",A388YGZ4FBYD8B,B00005V50B,willie waddell,this toothpaste does a really good job.  I do not smoke or drink coffee. it keeps my teeth white. My dentist said i was brushing my teeth very good. Iuse supersmile  twice per day.,this toothpaste does a really good job. I do not smoke or drink coffee,1438646400,{'Flavor Name:': ' Icy Mint'},
926,5,,True,"08 3, 2015",A1299DHCKH6LBI,B00005V50B,Huang Wei,It is  the best toothpatst !,It is the best toothpatst!,1438560000,{'Flavor Name:': ' Icy Mint'},
927,5,,True,"08 1, 2015",A2K3A3HA229ZVN,B00005V50B,Jules,The only toothpaste I use! Leaves my teeth feeling so smooth and clean and white. Even after whitening does not create any sensitivity whatsoever. My teeth feel cleaner after using this toothpaste and any other toothpaste I've ever used.,Best toothpaste in existence,1438387200,{'Flavor Name:': ' Original Mint'},
928,4,,False,"07 30, 2015",A3VU0UI52X3ICB,B00005V50B,Diana Mansour,Like this product immensely. Would recommend to othets,Four Stars,1438214400,{'Flavor Name:': ' Original Mint'},
929,5,,True,"07 30, 2015",AM47TQ9IAFBEV,B00005V50B,fla_usa,"Really like this whitening toothpaste and have used it for years.  It gives you immediate brightness, and the longer it's used the brighter your smile becomes.  It's a great product for at-home tooth whitening.",Really like this whitening toothpaste and have used it for years,1438214400,{'Flavor Name:': ' Original Mint'},
930,5,,True,"07 30, 2015",AISCJO7G8S35C,B00005V50B,SoIsland,Very happy with product,Five Stars,1438214400,{'Flavor Name:': ' Mandarin Mint'},
931,5,,True,"07 29, 2015",A1FN0G2Q8S7264,B00005V50B,Texasproud,I've used this product for a long time. I cleans and whitens well and Amazon has a good price.,"Good product, good price, great delivery",1438128000,{'Flavor Name:': ' Icy Mint'},
932,3,,True,"07 25, 2015",A2KD4L2F3FE3RI,B00005V50B,retha Kiphen,I really like this tooth paste.,Three Stars,1437782400,{'Flavor Name:': ' Original Mint'},
933,5,,True,"07 22, 2015",ABK8C5X5C1M8W,B00005V50B,CS in San Diego,Good price on good product. Works!,Five Stars,1437523200,{'Flavor Name:': ' Icy Mint'},
934,5,,True,"07 17, 2015",A5TD8DB9XQM73,B00005V50B,Wanda Vella,I'm a dental hygienist and I approve the his paste! It works great after professional bleaching to maintain optimum results! I recommend it to all my patients!,It works great after professional bleaching to maintain optimum results,1437091200,{'Flavor Name:': ' Original Mint'},
935,5,,True,"07 7, 2015",AP7HT0FA414R7,B00005V50B,Jordan,Great toothpaste! Actually made my teeth noticeably whiter in just a couple weeks,Great toothpaste,1436227200,{'Flavor Name:': ' Original Mint'},
936,5,,True,"07 3, 2015",A1O14TH92IEXBU,B00005V50B,Cynthia C,My FAVORITE toothpaste EVER----Just wish it cost LESS!,Five Stars,1435881600,{'Flavor Name:': ' Original Mint'},
937,4,,True,"06 30, 2015",A32RHBGIX4AXL3,B00005V50B,scdawg,Nice taste.  Hopefully produces bright smile.,Nice taste. Hopefully produces bright smile,1435622400,{'Flavor Name:': ' Original Mint'},
938,5,,True,"06 28, 2015",A2QR7Y5W1JMHI4,B00005V50B,Brian,"Easy to use whitening toothpaste that makes a huge difference if you are a coffee drinker. In my opinion, this toothpaste's effectiveness increases if you use it at night before going to bed as you will have had a full day's worth of meals and activities. The flavor of this toothpaste isn't overpowering (I used the mint) and the consistency of this toothpaste is as most other toothpastes.

Personally, I saw results after two weeks of consistent use. I also didn't notice any tooth sensitivity after my usage (as I have with other whitening products).",Best whitening toothpaste to use before going to sleep,1435449600,{'Flavor Name:': ' Original Mint'},
939,5,,False,"06 28, 2015",A1HRZDTU6U9A76,B00005V50B,katiaPrimeFresh,It is awesomatic :),Five Stars,1435449600,{'Flavor Name:': ' Green Apple'},
940,5,,True,"06 21, 2015",A3KWEMFSSDPJON,B00005V50B,Pat Villani,I really like this product. Expensive but it works.,Five Stars,1434844800,{'Flavor Name:': ' Icy Mint'},
941,4,,True,"06 16, 2015",A3SUB1HI77XITM,B00005V50B,C. McCafferty,"This cinnamon flavor tastes great, whitens teeth, and doesn't make my teeth feel sensitive. Although the Supersmile mint flavor sensitizes my teeth, it also whitens a little better.","tastes great, but slightly inferior whitening",1434412800,{'Flavor Name:': ' Cinnamon'},
942,5,,True,"06 15, 2015",A168TG93R1UXKZ,B00005V50B,Mollie Harkness,I love this flavor of toothpaste! It is my favorite toothpaste and I use it with the accelerator to  help keep my teeth nice and white!,My Favorite Flavor!,1434326400,{'Flavor Name:': ' Mandarin Mint'},
943,5,,True,"06 7, 2015",A1JI527T7VJURR,B00005V50B,CHRIS STEIMEL,I feel like this product is great.  I could tell a difference in the color of my teeth just after about 2 weeks.  Love it!!,I feel like this product is great,1433635200,{'Flavor Name:': ' Original Mint'},
944,5,,True,"05 31, 2015",A2L16SOQKPTRUA,B00005V50B,Bargain shopper,Have used for 8 years. I have porcelain veneers. My veneers were to last 10 years. They look perfect after 20!!!,Love this stuff!,1433030400,{'Flavor Name:': ' Original Mint'},
945,5,,True,"05 31, 2015",A2UPCY53EXPM21,B00005V50B,Dawn Kerns,Love this,Five Stars,1433030400,{'Flavor Name:': ' Original Mint'},
946,5,,True,"05 29, 2015",A20LYVGS0NQ6EX,B00005V50B,Bootshwang,"I hate whitening strips. No matter how advanced Crest has gotten, I still obsess about the filmy gooey thing stuck to my teeth. I inevitably keep touching it with my tongue and thus eating half of the whitening gel before I can't stand it anymore and remove the strip. This toothpaste is a welcome alternative that actually worked!! I have sensitive teeth, so I only used it once a day but I definitely noticed results after a couple weeks of use. My teeth did end up feeling a little sensitive after those weeks, so I switched to a sensitive toothpaste and have been alternating since!",No more strips!,1432857600,{'Flavor Name:': ' Icy Mint'},
947,5,,True,"05 26, 2015",A1TPKQSKYVYGQ3,B00005V50B,Debra Davis,Really like this toothpaste.,Five Stars,1432598400,{'Flavor Name:': ' Icy Mint'},
948,4,,True,"05 19, 2015",A31FBR5HR4SIJ1,B00005V50B,Barbara Z. Chiariello,Need an electric toothbrush yo get optimum results,Four Stars,1431993600,{'Flavor Name:': ' Original Mint'},
949,5,,True,"05 15, 2015",A3AYB5R5P8QGE5,B00005V50B,"Richard from San Marcos, Tx",This stuff is great and truly whitens in a very short amount of time. I am about to purchase again because we are almost out. Use as recommended you do not need more than a pea size on your brush and for best results do not rinse under water before you brush. When you brush without water it allows for the chemicals to do what they are designed to do. Take this advice for what it is as you will not regret it.,Fresh Pearly Whites!,1431648000,{'Flavor Name:': ' Icy Mint'},
950,3,,True,"05 15, 2015",A39QEUIGE1VGXH,B00005V50B,Eva Louise Taylor,I have been using it for approximately three weeks and have not seen any difference in stain removal.  I am hoping in more time to start seeing a difference. I do like it's fresh taste and how clean my mouth feels after using it.,Time Will Tell. . .,1431648000,{'Flavor Name:': ' Original Mint'},
951,5,,True,"05 10, 2015",A3D5GP313CG9N5,B00005V50B,Linda Melde,I really like this tooth paste. I would recommend it,Five Stars,1431216000,{'Flavor Name:': ' Original Mint'},
952,4,,True,"05 9, 2015",A2W10PV48ZLYW5,B00005V50B,Patsy Barker,so far very satisfied,Four Stars,1431129600,{'Flavor Name:': ' Original Mint'},
953,5,,True,"05 9, 2015",A29T9BK5JCYYJE,B00005V50B,Neil E Schwartz,"WHEN USED WITH THE WHITENING ACCELERATOR, IT DOES A VERY GOOD JOB",IT DOES A VERY GOOD,1431129600,{'Flavor Name:': ' Icy Mint'},
954,5,,True,"05 6, 2015",A2FXPH8OGIPXF8,B00005V50B,1Sepia,My teeth were noticeable whiter after just a week & continue to look great. I've received so many compliments on them. I will continue to use this once a day along with my regular toothpaste due to other people saying they have cavities from using this solely. I just switch up throughout the day. I haven't experienced any sensitivity. However my friend is also using this and she has whiter teeth but has very little sensitivity as well. She will continue to use this as well. So I would say this definitely works.,... whiter after just a week & continue to look great. I've received so many compliments on them,1430870400,{'Flavor Name:': ' Icy Mint'},
955,2,,True,"05 3, 2015",A3L3IMLC7XIP56,B00005V50B,Ana Moyer,Does not work well,Two Stars,1430611200,{'Flavor Name:': ' Original Mint'},
956,3,,True,"05 3, 2015",ABIUVRQ0DVF49,B00005V50B,Amiee Lynn Wylie,"i don't like mint flavored things, and i wanted a whitening toothpaste. so, i choose this. i wouldn't say the taste is that great. and honestly, i don't think that it did a great job with whitening. especially at that price. plus, the texture is really thick. i wouldn't buy this again.",eh.,1430611200,{'Flavor Name:': ' Green Apple'},
957,4,,True,"05 1, 2015",A34TKJ9RRGJ67G,B00005V50B,baoli dou,It is no bubble,Four Stars,1430438400,{'Flavor Name:': ' Icy Mint'},
958,4,,True,"04 29, 2015",AGBMQ12LN3BMC,B00005V50B,Colleen Fuller,I really like this toothpaste but didn't see much difference.  Maybe I should have taken before and after photos.,Four Stars,1430265600,{'Flavor Name:': ' Mandarin Mint'},
959,5,,True,"04 29, 2015",A3AESLNZEXAXZI,B00005V50B,Sandra S,so glad to find these at Amazon. Love the results.,Five Stars,1430265600,{'Flavor Name:': ' Icy Mint'},
960,3,,True,"04 24, 2015",A2TEVG1QLAAHJ,B00005V50B,M.G.,Nothing special.  Freshness fades quickly.,No better than others I've used.,1429833600,{'Flavor Name:': ' Mandarin Mint'},
961,5,,False,"04 21, 2015",A1PXLDHQP78T1J,B00005V50B,Gina,"When used with their Accelerator tube, this is phenomenal,even for sensitivity! Also works on ALL dental work, eg: caps,  crowns,  veneers,  etc!!
Regular whitening toothpaste doesn't work from my own experiences & the sensitivity is STILL a problem!","When used with their Accelerator tube, this is phenomenal ...",1429574400,{'Flavor Name:': ' Icy Mint'},
962,5,,True,"04 16, 2015",AQM7R4KOKZK5B,B00005V50B,SP Idaho,This stuff works,Five Stars,1429142400,{'Flavor Name:': ' Cinnamon'},
963,5,,True,"04 16, 2015",A3QEQ1CITNG3D0,B00005V50B,Chuck C,There is a noticeable difference using this toothpaste. It really does whiten.,Really Works!,1429142400,{'Flavor Name:': ' Original Mint'},
964,5,,True,"03 31, 2015",AXZ5KAZZ4M7QT,B00005V50B,Lauren,LOVE! I love this tooth paste and use it all the time! I like to use it at night because I feel in the am I want something a tad stronger but this does wonders to keep teeth white! I love coffee and red wine so I like all the help I can get! I used to use the accelerator but don't think it's totally necessary anymore!,OBSESSED!,1427760000,{'Flavor Name:': ' Original Mint'},
965,5,2,True,"03 27, 2015",A11YZ5G57EMPDZ,B00005V50B,Henok Kidane,"I've tried plenty of other whitening toothpastes before, but this is the first one that I can say absolutely, unequivocally does what it says. Within a week, stains that had been on my teeth for probably years just lifted off like they were nothing. It's a little pricey, but in my honest opinion definitely worth the cost!",Best Whitening Toothpaste On The Market,1427414400,{'Flavor Name:': ' Icy Mint'},
966,2,,True,"03 20, 2015",AI9C00AW6GZ68,B00005V50B,Andrea,Doesn't work,Two Stars,1426809600,{'Flavor Name:': ' Original Mint'},
967,5,,True,"03 10, 2015",A2M6CRCAE8Q2M5,B00005V50B,SJS,great stuff,Five Stars,1425945600,{'Flavor Name:': ' Original Mint'},
968,1,,True,"03 10, 2015",AHHA48JT8HWU7,B00005V50B,Linda Long,Quite useless.,One Star,1425945600,{'Flavor Name:': ' Icy Mint'},
969,5,,False,"03 9, 2015",AEBIKQNBZ5A4V,B00005V50B,Sarah Taylor,"Best whitening toothpaste out there. Great for teeth that are sensitive to other whitening pastes. I've seen a few negative reviews and think they might be due to improper use of the product. It needs to be used on a completely dry toothbrush, without rinsing your mouth before it after use, and no drinking/eating for AT LEAST half an hour after use. It might be different to use, but it works wonders. My teeth are super white, and I get great dental checkups every time.",Best whitening toothpaste avaliable.,1425859200,{'Flavor Name:': ' Icy Mint'},
970,5,,True,"03 9, 2015",A1654DFVRXBTGV,B00005V50B,SW,Best toothpaste for whitening.,Five Stars,1425859200,{'Flavor Name:': ' Original Mint'},
971,2,,True,"03 7, 2015",A1OIQIOCB88IU2,B00005V50B,Roxanne Thomson,It does not whiten teeth as described on a TV Infomercial.  I will never purchase it again!!,Two Stars,1425686400,{'Flavor Name:': ' Icy Mint'},
972,4,,True,"03 2, 2015",A188OER0APRXBA,B00005V50B,natural&amp;amp;lovingit,"We can that it is whitening our teeth, nothing drastic but it helps",It helps,1425254400,{'Flavor Name:': ' Original Mint'},
973,5,,True,"03 1, 2015",A2IYMZSE5YVU7F,B00005V50B,Jordan Marks,"Nothing, and I mean nothing, gives your teeth that fresh from the dentist feeling every time you brush than supersmile. It's the best toothpaste you can have. Period.",The Best Toothpaste There Is,1425168000,{'Flavor Name:': ' Icy Mint'},
974,5,,True,"03 1, 2015",AQVIBD4DR68MP,B00005V50B,dotlady,fine,Five Stars,1425168000,{'Flavor Name:': ' Original Mint'},
975,5,,True,"02 18, 2015",AJZ0993QBTE77,B00005V50B,David Walraed,always love this toothpaste,Five Stars,1424217600,{'Flavor Name:': ' Original Mint'},
